loc_rowid,pl_hostname,ra_str,ra,dec_str,dec,st_elon,st_elat,MatchID,MatchRA,MatchDEC,pmRA,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,e_pmRA,e_pmDEC,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,duplicate_id,priority,splist,rakane,deckane,elon,elat,sector_0,sector_1,sector_2,sector_3,sector_4,sector_5,sector_6,sector_7,sector_8,sector_9,sector_10,sector_11,sector_12,total_sectors_obsd
1491,Kepler-1259,19h51m21.96s,297.841489,+46d58m03.7s,46.967682,320.484807,65.598985,273592350,297.841489,46.967682,,,14.610999999999999,STAR,2mass,0.0,20180610,,,,,16.47,0.07,15.556,0.057,,,,,,,,,,,13.872,0.027000000000000003,13.339,0.027999999999999997,13.28,0.033,13.147,0.024,13.214,0.025,12.847000000000001,0.462,8.645,,15.1582,0.0017,0.019,5053.0,,4.5685400000000005,,,,0.77,,0.8,,,0.3482358,,,,,,232,0.06288309,,0.000206606345418877,knownplanet,297.841489,46.967682,320.484800987648,65.59897381806513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,Kepler-1264,19h19m32.25s,289.88437799999997,+45d12m41.4s,45.211502,306.356976,66.159163,159177065,289.88437799999997,45.211502,0.24021900000000002,-0.59301,13.925999999999998,STAR,2mass,0.0,20180610,2.1438,2.1438,,,15.424000000000001,0.136,14.629000000000001,0.08,,,,,,,,,,,13.305,0.021,12.959000000000001,0.024,12.901,0.026000000000000002,12.808,0.024,12.798,0.023,12.927999999999999,0.445,9.38,,14.3867,0.00110343,0.018000000000000002,5791.0,,4.45161,,,,0.98,,0.99,,GIANT,0.9731082,,,,,,124,0.1003705,,0.000258862586455182,knownplanet,289.88437799999997,45.211502,306.3569758718064,66.15915154323146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Kepler-1288,19h02m51.24s,285.713488,+41d36m21.1s,41.605872999999995,297.068624,63.575956000000005,120577770,285.713488,41.605872999999995,0.287693,0.557176,12.738,STAR,2mass,0.0,20180610,2.11659,2.11662,,,13.772,0.028999999999999998,13.199000000000002,0.126,,,,,,,,,,,12.239,0.021,12.003,0.022000000000000002,11.959000000000001,0.02,11.91,0.023,11.942,0.021,12.514000000000001,0.355,9.137,,13.1045,0.0005833219999999999,0.018000000000000002,6132.0,,4.29643,,,,1.29,,1.2,,DWARF,2.11974,,814.078,,0.0904,,121,0.3711632,,0.00040496563294214197,knownplanet,285.713488,41.605872999999995,297.06862710924173,63.57594490031244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,Kepler-1286,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,288.875279,66.604146,351766517,280.258382,43.835766,-3.5017199999999997,-4.89294,14.607000000000001,STAR,2mass,0.0,20180610,2.2351,2.2351,,,16.049,0.026000000000000002,15.277999999999999,0.217,,,,,,,,,,,14.017000000000001,0.028999999999999998,13.683,0.036000000000000004,13.655,0.038,13.619000000000002,0.025,13.674000000000001,0.028999999999999998,13.026,,9.454,,15.0447,0.00157266,0.02,5753.0,,4.45598,,,,0.98,,1.0,,DWARF,0.9478167,,1300.36,,0.0606,,86,0.02485444,,0.000147915827230151,knownplanet,280.258382,43.835766,288.87528662753,66.60413514546893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,Kepler-1293,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,309.52911800000004,69.04300500000001,267749620,290.025921,48.335949,-4.5168099999999995,-4.05968,12.882,STAR,2mass,0.0,20180610,2.1783,2.1783,,,14.077,0.026000000000000002,13.377,0.069,,,,,,,,,,,12.412,0.026000000000000002,12.134,0.03,12.075,0.024,12.054,0.023,12.088,0.021,12.651,0.305,9.642999999999999,,13.2272,0.000618831,0.019,6241.0,,4.29589,,,,1.28,,1.18,,DWARF,2.239398,,710.6389999999999,,0.0712,,104,0.003304365,,0.000426876927846438,knownplanet,290.025921,48.335949,309.5291157518198,69.0429937806122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,Kepler-1301,19h06m25.00s,286.60418300000003,+42d26m25.1s,42.440319,299.001467,64.217044,158278132,286.60418300000003,42.440319,,,14.702,STAR,2mass,0.0,20180610,,,,,16.31,0.03,15.655999999999999,0.092,,,,,,,,,,,13.963,0.025,13.535,0.031,13.469000000000001,0.039,13.49,0.024,13.562000000000001,0.028999999999999998,12.954,0.523,9.339,,15.25,0.0018,0.018000000000000002,5188.0,,4.55088,,,,0.81,,0.85,,,0.4282177,,,,0.0648,,128,0.01699983,,0.00017208402392106,knownplanet,286.60418300000003,42.440319,299.00147017184645,64.21703215991323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,Kepler-1302,19h23m57.42s,290.989241,+50d18m29.0s,50.30806,313.508591,70.59273,417678115,290.989241,50.30806,-2.29652,1.25247,14.389000000000001,STAR,2mass,0.0,20180610,2.17892,2.17892,,,16.045,0.105,15.172,0.195,,,,,,,,,,,13.657,0.022000000000000002,13.267000000000001,0.037000000000000005,13.151,0.027999999999999997,13.039000000000001,0.026000000000000002,13.105,0.032,12.856,,9.574,,14.9316,0.00147692,0.018000000000000002,5236.0,,4.5453,,,,0.82,,0.86,,DWARF,0.4553244000000001,,,,0.0896,,94,0.02403295,,0.000259608416984273,knownplanet,290.989241,50.30806,313.508585351801,70.59271840238763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Kepler-1304,19h01m06.34s,285.27642799999995,+39d26m48.9s,39.446915999999995,295.28445,61.551972,399819857,285.27642799999995,39.446915999999995,-4.72414,-12.0062,14.366,STAR,2mass,0.0,20180610,2.15165,2.15165,,,16.3,-0.04,15.408,0.114,17.4686,0.00994923,15.6086,0.00321218,14.9483,0.00339442,14.6867,0.00359874,14.5432,0.00470789,13.604000000000001,0.027999999999999997,13.157,0.036000000000000004,13.054,0.032,13.012,0.024,13.046,0.025,12.53,,8.666,,14.931,0.00147646,0.019,5259.0,,4.55088,,,,0.81,,0.85,,DWARF,0.4521447,,687.2760000000001,,0.1433,,106,0.06682679,,0.000216300504304522,knownplanet,285.27642799999995,39.446915999999995,295.2844538320712,61.55196104083435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,Kepler-1322,19h32m49.09s,293.204521,+45d26m07.4s,45.435402,311.883386,65.534994,275490412,293.204521,45.435402,-1.38183,-1.5769600000000001,15.2,STAR,2mass,0.0,20180610,2.2067,2.2067,,,16.84,0.07200000000000001,15.876,0.22899999999999998,,,,,,,,,,,14.572000000000001,0.034,14.167,0.033,14.068,0.079,14.075,0.025,14.057,0.032,12.786,,9.381,,15.6661,0.00226079,0.021,5488.0,,4.51363,,,,0.87,,0.9,,DWARF,0.6185710999999999,,,,,,159,0.8714059999999999,,9.97199695703967e-05,knownplanet,293.204521,45.435402,311.8833827555774,65.53498291946767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,Kepler-1332,19h24m06.86s,291.02859,+43d54m49.2s,43.913672999999996,307.16147,64.66354100000001,159578257,291.02859,43.913672999999996,,,13.197000000000001,STAR,2mass,0.0,20180610,,,,,14.773,0.028999999999999998,13.975,0.10300000000000001,,,,,,,,,,,12.568,0.022000000000000002,12.203,0.018000000000000002,12.122,0.019,12.026,0.023,12.079,0.021,11.95,0.2,8.675,,13.6626,0.0008,0.018000000000000002,5581.0,,4.50767,,,,0.9,,0.95,,,0.7079911,,606.0419999999999,,,,164,0.02375185,,0.00051371431042638,knownplanet,291.02859,43.913672999999996,307.16146897313087,64.66352973413845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,Kepler-1360,20h01m22.58s,300.344076,+45d37m23.6s,45.623219,322.670257,63.619128,239287622,300.344076,45.623219,,,13.397,STAR,2mass,0.0,20180610,,,,,14.739,0.036000000000000004,14.007,0.092,,,,,,,,,,,12.854000000000001,0.023,12.636,0.024,12.547,0.031,12.449000000000002,0.024,12.494000000000002,0.023,10.625,0.057999999999999996,7.803999999999999,0.105,13.799000000000001,0.000818669,0.018000000000000002,6778.0,,4.0925,,,,1.83,,1.51,,,6.3680010000000005,,1421.8,,,,219,0.1299618,,0.000146005342932271,knownplanet,300.344076,45.623219,322.6702507224949,63.619117151916846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,Kepler-1368,19h39m04.08s,294.76698500000003,+41d38m40.8s,41.64468,311.15054,61.592314,378159769,294.76698500000003,41.64468,1.2611299999999999,-2.54197,15.32,STAR,2mass,0.0,20180610,2.17791,2.17809,,,16.212,0.073,15.914000000000001,1.133,,,,,,,,,,,14.700999999999999,0.039,14.350999999999999,0.057999999999999996,14.388,0.084,14.112,0.027999999999999997,14.184000000000001,0.036000000000000004,12.452,,9.477,,15.7783,0.00242259,0.023,5906.0,,4.4009599999999995,,,,1.08,,1.07,,DWARF,1.278545,,,,,,205,0.7344908,,5.98539047278376e-05,knownplanet,294.76698500000003,41.64468,311.1505383940296,61.59230228716025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,Kepler-1372,19h15m32.79s,288.886635,+44d50m22.4s,44.83955,304.412264,66.03732600000001,158843824,288.886635,44.83955,,,14.762,STAR,2mass,0.0,20180610,,,,,16.375999999999998,0.040999999999999995,15.667,0.126,,,,,,,,,,,14.113,0.026000000000000002,13.792,0.033,13.718,0.043,13.724,0.024,13.812999999999999,0.032,13.03,,9.546,,15.2426,0.0018,0.019,5677.0,,4.45611,,,,0.97,,0.98,,,0.8804684000000002,,1770.69,,,,123,0.12104360000000002,,0.000129014834322775,knownplanet,288.886635,44.83955,304.412264793144,66.03731502475172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,Kepler-1381,19h10m08.58s,287.53576400000003,+48d43m40.0s,48.727790999999996,305.55047,70.011318,399953616,287.53576400000003,48.727790999999996,2.5745,-0.8486239999999999,14.984000000000002,STAR,2mass,0.0,20180610,2.19273,2.19274,,,16.506,0.07200000000000001,15.579,0.469,,,,,,,,,,,14.439,0.035,14.038,0.043,14.022,0.057999999999999996,13.953,0.025,13.960999999999999,0.032,13.04,,9.594,,15.3859,0.0019119,0.021,5747.0,,4.47444,,,,0.94,,0.96,,DWARF,0.8683908000000001,,,,,,74,0.04275154,,0.00012398885815348703,knownplanet,287.53576400000003,48.727790999999996,305.550469786905,70.01130630767942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Kepler-139,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,292.68227,66.355594,123450224,282.391957,43.889351,,,12.137,STAR,2mass,0.0,20180610,,,,,12.569,0.02,12.775,0.092,,,,,,,,,,,11.53,0.021,11.222000000000001,0.018000000000000002,11.167,0.016,10.89,0.022000000000000002,10.932,0.02,10.842,0.083,8.868,,12.5871,0.000455897,0.018000000000000002,5594.0,,4.24397,,0.27,0.1,1.3,,1.08,,,1.4909780000000001,,610.018,,0.058769600000000005,,91,1.142552,,0.000507085604852702,knownplanet,282.391957,43.889351,292.6822757786491,66.35558225238132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Kepler-139,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,292.68227,66.355594,123450224,282.391957,43.889351,,,12.137,STAR,2mass,0.0,20180610,,,,,12.569,0.02,12.775,0.092,,,,,,,,,,,11.53,0.021,11.222000000000001,0.018000000000000002,11.167,0.016,10.89,0.022000000000000002,10.932,0.02,10.842,0.083,8.868,,12.5871,0.000455897,0.018000000000000002,5594.0,,4.24397,,0.27,0.1,1.3,,1.08,,,1.4909780000000001,,610.018,,0.058769600000000005,,91,1.142552,,0.000507085604852702,knownplanet,282.391957,43.889351,292.6822757786491,66.35558225238132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,Kepler-14,19h10m50.12s,287.708814,+47d19m59.0s,47.33305,304.508666,68.660882,158561566,287.708814,47.33305,,,11.636,STAR,2mass,0.0,20180610,,,,,12.242,0.34299999999999997,12.003,0.027000000000000003,,,,,,,,,,,11.202,0.022000000000000002,11.068,0.02,10.988,0.011000000000000001,10.96,0.023,10.975999999999999,0.02,10.934000000000001,0.08,9.388,,,,0.036000000000000004,6395.0,,3.9939,,,,2.05,,1.51,,,6.332346,,,,0.06893239999999999,,98,0.04380715,,0.00042852094107534504,knownplanet,287.708814,47.33305,304.5086662229061,68.66087091474317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,Kepler-1405,19h42m44.36s,295.684842,+39d15m22.1s,39.256142,310.820561,59.109145,184166357,295.684842,39.256142,,,15.234000000000002,STAR,2mass,0.0,20180610,,,,,16.235,0.068,16.028,0.435,,,,,,,,,,,14.583,0.027999999999999997,14.212,0.044000000000000004,14.237,0.07200000000000001,14.179,0.028999999999999998,14.32,0.040999999999999995,13.039000000000001,,9.116,,15.7161,0.00233124,0.019,5925.0,,4.40085,,,,1.07,,1.05,,,1.271205,,,,,,273,0.5291099,,6.28057869982702e-05,knownplanet,295.684842,39.256142,310.82055974814494,59.109133548806305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,Kepler-1409,19h20m20.35s,290.084786,+51d12m31.0s,51.208603000000004,313.113837,71.651972,267745858,290.084786,51.208603000000004,-3.6484199999999998,1.34829,14.514000000000001,STAR,2mass,0.0,20180610,2.15493,2.15493,,,16.322,0.042,15.390999999999998,0.046,,,,,,,,,,,13.775,0.026000000000000002,13.296,0.031,13.248,0.034,13.200999999999999,0.023,13.262,0.025,12.972999999999999,,9.298,,15.0614,0.00158745,0.019,5160.0,,4.56225,,,,0.79,,0.83,,GIANT,0.3986095,,,,,,98,0.06174128,,0.000254452617712033,knownplanet,290.084786,51.208603000000004,313.11383185116307,71.65196041225232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,Kepler-1418,18h51m59.39s,282.997478,+41d40m42.8s,41.678551,292.617715,64.100751,258202336,282.997478,41.678551,,,14.424000000000001,STAR,2mass,0.0,20180610,,,,,16.645,,15.460999999999999,0.20600000000000002,,,,,,,,,,,13.407,0.028999999999999998,12.847000000000001,0.031,12.755,0.035,12.667,0.023,12.71,0.024,13.027999999999999,0.505,9.465,,15.1674,0.0017,0.019,4770.0,,4.61025,,,,0.72,,0.77,,,0.24178720000000004,,,,,,74,0.05858656,,0.000259676648517279,knownplanet,282.997478,41.678551,292.6177203015355,64.10074011631917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,Kepler-1440,19h01m23.27s,285.34693799999997,+48d18m44.1s,48.312252,301.1358,70.09761400000001,279917282,285.34693799999997,48.312252,2.7336099999999997,-2.74702,13.562000000000001,STAR,2mass,0.0,20180610,2.19653,2.19653,,,14.762,0.067,14.24,0.183,,,,,,,,,,,12.950999999999999,0.026000000000000002,12.640999999999998,0.032,12.561,0.025,12.527999999999999,0.023,12.585999999999999,0.024,12.558,0.342,9.432,,14.0145,0.000911945,0.019,5698.0,,4.46511,,,,0.96,,0.98,,DWARF,0.8752396000000001,,,,0.053739199999999994,,89,0.0178618,,0.000400748286727789,knownplanet,285.34693799999997,48.312252,301.13580176074913,70.09760306533079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,Kepler-1442,19h25m01.34s,291.255595,+48d50m49.1s,48.84697,312.191108,69.192832,350811132,291.255595,48.84697,-1.1677799999999998,-0.9555799999999999,11.648,STAR,2mass,0.0,20180610,2.1814299999999998,2.1814299999999998,,,12.71,0.005,12.114,0.057,,,,,,,,,,,11.215,0.022000000000000002,11.030999999999999,0.027999999999999997,10.967,0.021,10.915,0.023,10.936,0.02,10.915999999999999,0.069,9.054,,11.9638,0.000345996,0.018000000000000002,6394.0,,4.24881,,,,1.44,,1.34,,DWARF,3.1225560000000003,,641.2719999999999,,,,114,0.610023,,0.000674674192044866,knownplanet,291.255595,48.84697,312.19110372820063,69.19282098229051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,Kepler-1460,19h02m13.87s,285.557796,+44d00m38.8s,44.010788,298.22950299999997,65.932229,352011765,285.557796,44.010788,-6.17771,5.0140400000000005,15.06,STAR,2mass,0.0,20180610,2.15129,2.15129,,,17.660999999999998,0.068,16.166,0.252,,,,,,,,,,,14.093,0.031,13.449000000000002,0.034,13.359000000000002,0.04,13.285,0.024,13.350999999999999,0.027000000000000003,12.655999999999999,,9.263,,15.77,0.00241013,0.02,4422.0,,4.63138,,,,0.67,,0.7,,GIANT,0.1546391,,,,,,97,0.3446661,,0.00017130643340504,knownplanet,285.557796,44.010788,298.229506373415,65.93221725502163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Kepler-1473,19h22m32.78s,290.636569,+48d59m45.9s,48.996082,311.306259,69.49325400000001,290034635,290.636569,48.996082,,,12.888,STAR,2mass,0.0,20180610,,,,,15.129000000000001,0.066,13.485999999999999,0.092,,,,,,,,,,,12.345999999999998,0.021,12.103,0.028999999999999998,12.009,0.028999999999999998,11.749,0.023,11.767999999999999,0.021,11.407,0.10800000000000001,8.937000000000001,,13.2892,0.0006376330000000001,0.018000000000000002,6046.0,,4.401,,,,1.09,,1.09,,,1.430277,,,,,,86,12.43549,,0.000224792023007502,knownplanet,290.636569,48.996082,311.30625509602123,69.4932429502702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Kepler-1481,19h17m45.35s,289.438971,+49d43m52.4s,49.73122,310.071059,70.478177,299219860,289.438971,49.73122,-1.06646,-0.8247129999999999,14.008,STAR,2mass,0.0,20180610,2.17705,2.17705,,,16.073,0.028999999999999998,14.929,0.035,,,,,,,,,,,13.181,0.026000000000000002,12.696,0.032,12.603,0.025,12.562999999999999,0.023,12.624,0.023,12.725,0.336,9.523,,14.6194,0.00124711,0.019,4908.0,,4.5914,,,,0.75,,0.8,,GIANT,0.29405970000000003,,,,,,102,0.04010452,,0.000407182287612784,knownplanet,289.438971,49.73122,310.07105586375326,70.47816605610278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Kepler-1482,19h01m15.31s,285.313805,+48d43m30.9s,48.725254,301.456113,70.496853,279917678,285.313805,48.725254,-1.23325,-4.64069,13.126,STAR,2mass,0.0,20180610,2.19653,2.19653,,,14.988,0.067,13.967,0.114,,,,,,,,,,,12.440999999999999,0.023,12.034,0.027000000000000003,11.995999999999999,0.027999999999999997,11.843,0.022000000000000002,11.905999999999999,0.021,11.904000000000002,0.16699999999999998,9.225,,13.6331,0.0007541469999999999,0.018000000000000002,5381.0,,4.53435,,,,0.84,,0.88,,GIANT,0.5329731,,,,0.0542265,,65,0.03584328,,0.000693480826087565,knownplanet,285.313805,48.725254,301.45611492259576,70.49684169449736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Kepler-1471,19h18m39.57s,289.664878,+50d01m12.2s,50.020046,310.820182,70.68454399999999,416282121,289.664878,50.020046,-1.2103700000000002,3.8864199999999998,14.677999999999999,STAR,2mass,0.0,20180610,2.17705,2.17705,,,16.118,0.025,15.421,0.149,,,,,,,,,,,14.037,0.026000000000000002,13.69,0.04,13.604000000000001,0.039,13.588,0.026000000000000002,13.637,0.031,12.887,,9.249,,15.1536,0.00167215,0.019,5660.0,,4.47919,,,,0.93,,0.95,,DWARF,0.7996986,,1188.7,,0.0933,,108,0.03281583,,0.000167980020478171,knownplanet,289.664878,50.020046,310.8201779449016,70.6845330158905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Kepler-150,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,300.489246,62.043737,121598758,288.234084,40.520905,0.28644899999999995,0.983707,14.425999999999998,STAR,2mass,0.0,20180610,2.1171900000000003,2.1171900000000003,,,16.046,0.046,15.161,0.252,,,,,,,,,,,13.817,0.024,13.422,0.027000000000000003,13.367,0.032,13.322000000000001,0.024,13.368,0.027000000000000003,12.931,0.49700000000000005,9.129,,14.878,0.00143402,0.018000000000000002,5560.0,,,,,,0.94,,,,GIANT,0.7607633,,,,,,123,0.4256768,,0.000162136046349656,knownplanet,288.234084,40.520905,300.48924769477213,62.043726094377064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,Kepler-150,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,300.489246,62.043737,121598758,288.234084,40.520905,0.28644899999999995,0.983707,14.425999999999998,STAR,2mass,0.0,20180610,2.1171900000000003,2.1171900000000003,,,16.046,0.046,15.161,0.252,,,,,,,,,,,13.817,0.024,13.422,0.027000000000000003,13.367,0.032,13.322000000000001,0.024,13.368,0.027000000000000003,12.931,0.49700000000000005,9.129,,14.878,0.00143402,0.018000000000000002,5560.0,,,,,,0.94,,,,GIANT,0.7607633,,,,,,123,0.4256768,,0.000162136046349656,knownplanet,288.234084,40.520905,300.48924769477213,62.043726094377064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,Kepler-150,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,300.489246,62.043737,121598758,288.234084,40.520905,0.28644899999999995,0.983707,14.425999999999998,STAR,2mass,0.0,20180610,2.1171900000000003,2.1171900000000003,,,16.046,0.046,15.161,0.252,,,,,,,,,,,13.817,0.024,13.422,0.027000000000000003,13.367,0.032,13.322000000000001,0.024,13.368,0.027000000000000003,12.931,0.49700000000000005,9.129,,14.878,0.00143402,0.018000000000000002,5560.0,,,,,,0.94,,,,GIANT,0.7607633,,,,,,123,0.4256768,,0.000162136046349656,knownplanet,288.234084,40.520905,300.48924769477213,62.043726094377064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Kepler-150,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,300.489246,62.043737,121598758,288.234084,40.520905,0.28644899999999995,0.983707,14.425999999999998,STAR,2mass,0.0,20180610,2.1171900000000003,2.1171900000000003,,,16.046,0.046,15.161,0.252,,,,,,,,,,,13.817,0.024,13.422,0.027000000000000003,13.367,0.032,13.322000000000001,0.024,13.368,0.027000000000000003,12.931,0.49700000000000005,9.129,,14.878,0.00143402,0.018000000000000002,5560.0,,,,,,0.94,,,,GIANT,0.7607633,,,,,,123,0.4256768,,0.000162136046349656,knownplanet,288.234084,40.520905,300.48924769477213,62.043726094377064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Kepler-150,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,300.489246,62.043737,121598758,288.234084,40.520905,0.28644899999999995,0.983707,14.425999999999998,STAR,2mass,0.0,20180610,2.1171900000000003,2.1171900000000003,,,16.046,0.046,15.161,0.252,,,,,,,,,,,13.817,0.024,13.422,0.027000000000000003,13.367,0.032,13.322000000000001,0.024,13.368,0.027000000000000003,12.931,0.49700000000000005,9.129,,14.878,0.00143402,0.018000000000000002,5560.0,,,,,,0.94,,,,GIANT,0.7607633,,,,,,123,0.4256768,,0.000162136046349656,knownplanet,288.234084,40.520905,300.48924769477213,62.043726094377064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,Kepler-1504,19h18m50.88s,289.711993,+50d07m41.6s,50.128212,311.036971,70.77111500000001,416281986,289.711993,50.128212,0.438566,2.1375,15.049000000000001,STAR,2mass,0.0,20180610,2.1770400000000003,2.17705,,,16.572,0.083,15.883,0.172,,,,,,,,,,,14.409,0.03,13.998,0.040999999999999995,13.834000000000001,0.049,13.904000000000002,0.025,13.953,0.03,12.558,,9.273,,15.5228,0.0020732,0.02,5393.0,,4.55088,,,,0.81,,0.85,,DWARF,0.5000189,,,,,,86,0.01434579,,0.000149889832170432,knownplanet,289.711993,50.128212,311.0369672829816,70.77110368551361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,Kepler-1510,19h55m50.19s,298.959138,+48d15m28.2s,48.257824,323.60013599999996,66.390518,416529246,298.959138,48.257824,,,14.639000000000001,STAR,2mass,0.0,20180610,,,,,15.924000000000001,0.021,15.315,0.20600000000000002,,,,,,,,,,,14.075999999999999,0.035,13.779000000000002,0.047,13.728,0.054000000000000006,13.567,0.024,13.663,0.028999999999999998,13.187000000000001,,9.172,,15.0549,0.00158169,0.021,6200.0,,4.29956,,,,1.28,,1.19,,,2.181129,,1832.89,,,,164,0.6194554,,9.27776548968244e-05,knownplanet,298.959138,48.257824,323.6001279131147,66.3905074978731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Kepler-1527,19h49m39.46s,297.414414,+46d03m38.9s,46.060818,318.899329,64.914513,273132601,297.414414,46.060818,0.021461599999999997,-0.36094699999999996,14.537,STAR,2mass,0.0,20180610,2.09551,2.09551,,,16.026,0.026000000000000002,15.161,0.126,,,,,,,,,,,13.927,0.025,13.645999999999999,0.026000000000000002,13.617,0.044000000000000004,13.513,0.024,13.562000000000001,0.027999999999999997,12.948,,9.466000000000001,,14.9882,0.00152391,0.019,6224.0,,4.280069999999999,,,,1.32,,1.21,,DWARF,2.355705,,1806.54,,,,228,0.16356529999999997,,9.607128458808199e-05,knownplanet,297.414414,46.060818,318.89932351547446,64.91450191799102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,Kepler-154,19h19m07.33s,289.780522,+49d53m47.5s,49.89653,310.87469300000004,70.541492,416282268,289.780522,49.89653,,,13.99,STAR,2mass,0.0,20180610,,,,,15.113,0.026000000000000002,14.645999999999999,0.092,,,,,,,,,,,13.389000000000001,0.026000000000000002,13.089,0.036000000000000004,12.985999999999999,0.028999999999999998,12.879000000000001,0.023,12.94,0.025,12.812000000000001,,9.527000000000001,,,,0.040999999999999995,5690.0,,4.38782,,,,1.0,,0.89,,,0.9443735000000001,,1053.32,,0.0924,,128,0.10834389999999998,,0.000267121255893599,knownplanet,289.780522,49.89653,310.8746896526816,70.54148065808661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
